TransectNum,date,year,stratum,Rank,Observer,Point,StartTime,TimePeriod,Common Name,BirdCode,radialDistance,How,Sex,visual,Migrant,CL_Count,CL_ID,88,PtVisitZone,PtVisitEasting,PtVisitNorthing,MgmtEntity,MgmtRegion,MgmtUnit,MgmtForest,MgmtDistrict,County,State,BCR,primaryHabitat
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Grasshopper Sparrow,GRSP,39,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Grasshopper Sparrow,GRSP,42,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Western Meadowlark,WEME,272,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Dickcissel,DICK,49,S,M,1,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Dickcissel,DICK,83,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Lark Bunting,LARB,107,S,U,0,1,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Red-winged Blackbird,RWBL,239,S,U,1,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Western Meadowlark,WEME,99,CS,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Western Meadowlark,WEME,117,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Western Meadowlark,WEME,154,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,1,Western Meadowlark,WEME,158,S,U,1,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,2,Grasshopper Sparrow,GRSP,47,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,2,Horned Lark,HOLA,162,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,3,Red-winged Blackbird,RWBL,228,C,M,1,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,3,Red-winged Blackbird,RWBL,234,V,M,1,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,4,No Birds,NOBI,-1,U,U,0,0,0,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,5,Horned Lark,HOLA,99,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,5,Western Meadowlark,WEME,56,C,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,5,Horned Lark,HOLA,132,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,5,Mourning Dove,MODO,94,S,U,0,0,1,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,1,651,6,No Birds,NOBI,-1,U,U,0,0,0,,0,13,681875,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Grasshopper Sparrow,GRSP,29,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Grasshopper Sparrow,GRSP,88,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Horned Lark,HOLA,53,CS,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Horned Lark,HOLA,68,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Mourning Dove,MODO,84,V,U,1,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Western Meadowlark,WEME,143,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Lark Bunting,LARB,60,S,U,0,1,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Mourning Dove,MODO,216,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,1,Western Meadowlark,WEME,84,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,2,Horned Lark,HOLA,47,C,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,2,Western Meadowlark,WEME,136,CS,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,2,Western Meadowlark,WEME,81,C,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,3,No Birds,NOBI,-1,U,U,0,0,0,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,4,Dickcissel,DICK,212,C,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,4,Western Meadowlark,WEME,167,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,4,Red-winged Blackbird,RWBL,323,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,5,Horned Lark,HOLA,126,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,2,631,6,Eurasian Collared-Dove,EUCD,271,S,U,0,0,1,,0,13,681625,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,1,Horned Lark,HOLA,113,CS,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,1,Western Meadowlark,WEME,68,C,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,1,Western Meadowlark,WEME,182,S,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,1,House Sparrow,HOSP,122,C,M,1,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,1,Red-winged Blackbird,RWBL,154,S,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,1,Western Meadowlark,WEME,194,S,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,2,Red-winged Blackbird,RWBL,141,V,U,1,0,1,a,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,2,Mourning Dove,MODO,321,S,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,2,Red-winged Blackbird,RWBL,140,V,M,1,0,1,a,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,3,Brown-headed Cowbird,BHCO,48,C,M,1,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,4,Western Meadowlark,WEME,237,S,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,4,Eurasian Collared-Dove,EUCD,435,S,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,5,Horned Lark,HOLA,109,S,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,6,Grasshopper Sparrow,GRSP,83,C,U,0,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,3,612,6,Great-tailed Grackle,GTGR,44,V,M,1,0,1,,0,13,681375,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Grasshopper Sparrow,GRSP,37,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Lark Bunting,LARB,103,S,M,1,1,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Western Meadowlark,WEME,321,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Yellow-headed Blackbird,YHBL,92,C,M,1,1,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,1,Grasshopper Sparrow,GRSP,28,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,1,Red-winged Blackbird,RWBL,82,V,U,1,0,2,A,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,1,Western Meadowlark,WEME,161,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Cassin's Sparrow,CASP,143,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Red-winged Blackbird,RWBL,246,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Unknown Meadowlark,UNME,98,C,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,1,Western Meadowlark,WEME,325,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,1,Northern Harrier,NOHA,75,V,U,1,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,1,Red-winged Blackbird,RWBL,85,C,U,0,0,1,A,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,2,Grasshopper Sparrow,GRSP,76,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,2,Lark Bunting,LARB,83,CS,M,1,1,1,a,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,2,Lark Bunting,LARB,85,V,F,1,1,1,a,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,2,Mourning Dove,MODO,223,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,2,Chihuahuan Raven,CHRA,301,V,U,1,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,2,Red-winged Blackbird,RWBL,147,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,2,Lark Bunting,LARB,88,S,M,1,1,1,b,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,2,Lark Bunting,LARB,91,V,F,1,1,2,b,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,2,Great-tailed Grackle,GTGR,204,V,U,1,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,2,Red-winged Blackbird,RWBL,178,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,3,Horned Lark,HOLA,92,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,3,Horned Lark,HOLA,230,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,3,Mourning Dove,MODO,244,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,3,Grasshopper Sparrow,GRSP,97,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,4,Scaled Quail,SCQU,123,C,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,4,Western Meadowlark,WEME,84,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,5,Cassin's Sparrow,CASP,159,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,5,Cassin's Sparrow,CASP,105,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,4,620,6,Cliff Swallow,CLSW,27,V,U,1,0,3,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,4,556,6,Red-winged Blackbird,RWBL,392,S,U,0,0,1,,0,13,681125,3642875,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,GR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Horned Lark,HOLA,79,S,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Horned Lark,HOLA,92,CS,U,1,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Red-winged Blackbird,RWBL,338,S,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Western Meadowlark,WEME,55,S,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Western Meadowlark,WEME,99,C,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Western Meadowlark,WEME,163,S,U,1,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Grasshopper Sparrow,GRSP,94,S,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,1,Red-winged Blackbird,RWBL,342,S,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,2,Horned Lark,HOLA,26,VS,U,1,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,2,Lark Bunting,LARB,129,S,U,0,1,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,2,Red-winged Blackbird,RWBL,316,C,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,3,Northern Harrier,NOHA,352,V,F,1,1,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,4,Horned Lark,HOLA,55,V,U,1,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,4,Mourning Dove,MODO,141,S,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,5,House Sparrow,HOSP,266,C,U,0,0,1,,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,6,Lark Bunting,LARB,89,V,F,1,1,9,a,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,6,716,6,Lark Bunting,LARB,89,V,M,1,1,12,a,0,13,681625,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Red-winged Blackbird,RWBL,131,C,U,0,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Red-winged Blackbird,RWBL,137,CS,U,0,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Western Meadowlark,WEME,208,S,U,0,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,7,640,1,Blue Grosbeak,BLGR,35,VS,U,1,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/3/2017,2017,NM-BCR18-AO,11,TEMER,7,640,1,Red-winged Blackbird,RWBL,72,V,U,1,0,9,B,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Cassin's Sparrow,CASP,38,C,U,1,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Horned Lark,HOLA,85,S,U,0,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Horned Lark,HOLA,233,S,U,0,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Red-winged Blackbird,RWBL,164,S,U,0,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
NM-BCR18-AO11,5/2/2016,2016,NM-BCR18-AO,11,RJOHN,7,839,1,Western Meadowlark,WEME,124,CS,U,0,0,1,,0,13,681375,3642625,All Other Lands,n/a,n/a,n/a,n/a,Gaines,NM,18,AR
